person_uri,name,gender,era,floruit_lower,floruit_upper,wikidata,dib,birth_places,death_places
https://kg.virtualtreasury.ie/person/ONeill_Daniel_c17/v15f5pv,Dominic Becher,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1612-01-01,1664-10-24,http://www.wikidata.org/entity/Q5218309,https://www.dib.ie/biography/ONeill-Daniel-a6919,,
https://kg.virtualtreasury.ie/person/Bellingham_Daniel_c17/v189jxs,Dominic Bellingham,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1620-01-01,1672-12-31,http://www.wikidata.org/entity/Q75433125,https://www.dib.ie/biography/Bellingham-Sir-Daniel-a0563,,
https://kg.virtualtreasury.ie/person/Muschamp_Denny_c17/v196fkk,Denny Muschamp,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1637-01-01,1699-12-20,http://www.wikidata.org/entity/Q75677686,https://www.dib.ie/biography/Muschamp-Denny-a6119,,
https://kg.virtualtreasury.ie/person/Conway_Edward_c17/v1cg59v,Eamonn Conway,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1623-01-01,1683-08-11,http://www.wikidata.org/entity/Q5342394,https://www.dib.ie/biography/Conway-Edward-a1981,,England
https://kg.virtualtreasury.ie/person/ONeill_Daniel_c17/v15f5pv,Domhnall Becher,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1612-01-01,1664-10-24,http://www.wikidata.org/entity/Q5218309,https://www.dib.ie/biography/ONeill-Daniel-a6919,,
https://kg.virtualtreasury.ie/person/Conway_Edward_c17/v1cg59v,James Conway,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1623-01-01,1683-08-11,http://www.wikidata.org/entity/Q5342394,https://www.dib.ie/biography/Conway-Edward-a1981,,England
https://kg.virtualtreasury.ie/person/ONeill_Daniel_c17/v15f5pv,Domhnall Ó Néill,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1612-01-01,1664-10-24,http://www.wikidata.org/entity/Q5218309,https://www.dib.ie/biography/ONeill-Daniel-a6919,,
https://kg.virtualtreasury.ie/person/Ludlow_Edmund_c17/v12d6sy,Edward Ludlow,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1616-01-01,1692-11-30,http://www.wikidata.org/entity/Q5339650,https://www.dib.ie/biography/Ludlow-Edmund-a4913,,"Switzerland, Vevey"
https://kg.virtualtreasury.ie/person/ONeill_Daniel_c17/v15f5pv,Dominic Ó Néill,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1612-01-01,1664-10-24,http://www.wikidata.org/entity/Q5218309,https://www.dib.ie/biography/ONeill-Daniel-a6919,,
https://kg.virtualtreasury.ie/person/Bellingham_Daniel_c17/v189jxs,Domhnall Bellingham,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1620-01-01,1672-12-31,http://www.wikidata.org/entity/Q75433125,https://www.dib.ie/biography/Bellingham-Sir-Daniel-a0563,,
https://kg.virtualtreasury.ie/person/Maguire_Dominic_c18/v13fp1y,Domingo Mág Uidir,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1620-01-01,1707-09-21,http://www.wikidata.org/entity/Q5290588,https://www.dib.ie/biography/Maguire-Dominic-a5357,,
https://kg.virtualtreasury.ie/person/OBrien_Daniel_c17/v189vfg,Domingos Forster,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1577-01-01,1666-12-31,http://www.wikidata.org/entity/Q5218286,https://www.dib.ie/biography/OBrien-Sir-Daniel-a6457,,
https://kg.virtualtreasury.ie/person/OBrien_Daniel_c17/v189vfg,Dominic Ó Briain,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1577-01-01,1666-12-31,http://www.wikidata.org/entity/Q5218286,https://www.dib.ie/biography/OBrien-Sir-Daniel-a6457,,
https://kg.virtualtreasury.ie/person/OBrien_Daniel_c17/v189vfg,Dominic Arnold,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1577-01-01,1666-12-31,http://www.wikidata.org/entity/Q5218286,https://www.dib.ie/biography/OBrien-Sir-Daniel-a6457,,
https://kg.virtualtreasury.ie/person/MacCarthy_Donough_c17/v1v34zv,Donchadh Mac Carthaigh,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1594-01-01,1665-08-31,http://www.wikidata.org/entity/Q3035972,https://www.dib.ie/biography/MacCarthy-Donough-a5129,,"England, London"
https://kg.virtualtreasury.ie/person/OBrien_Daniel_c17/v189vfg,Domhnall Ó Briain,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1577-01-01,1666-12-31,http://www.wikidata.org/entity/Q5218286,https://www.dib.ie/biography/OBrien-Sir-Daniel-a6457,,
https://kg.virtualtreasury.ie/person/Ludlow_Edmund_c17/v12d6sy,Simon of the Holy Spirit Ludlow,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1616-01-01,1692-11-30,http://www.wikidata.org/entity/Q5339650,https://www.dib.ie/biography/Ludlow-Edmund-a4913,,"Switzerland, Vevey"
https://kg.virtualtreasury.ie/person/ONeill_Daniel_c17/v15f5pv,Domhnall Wrixon-,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1612-01-01,1664-10-24,http://www.wikidata.org/entity/Q5218309,https://www.dib.ie/biography/ONeill-Daniel-a6919,,
https://kg.virtualtreasury.ie/person/OBrien_Daniel_c17/v189vfg,Dominic Forster,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1577-01-01,1666-12-31,http://www.wikidata.org/entity/Q5218286,https://www.dib.ie/biography/OBrien-Sir-Daniel-a6457,,
https://kg.virtualtreasury.ie/person/Bagenal_Dudley_c18/v1v49wp,Dudley Bagnal(l),https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1645-01-01,1712-07-27,http://www.wikidata.org/entity/Q75641148,https://www.dib.ie/biography/Bagenal-Dudley-a0303,,"Belgium, Bruges"
https://kg.virtualtreasury.ie/person/OBrien_Daniel_c17/v189vfg,Domhnall Forster,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1577-01-01,1666-12-31,http://www.wikidata.org/entity/Q5218286,https://www.dib.ie/biography/OBrien-Sir-Daniel-a6457,,
https://kg.virtualtreasury.ie/person/Bellingham_Daniel_c17/v189jxs,Domingos Bellingham,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1620-01-01,1672-12-31,http://www.wikidata.org/entity/Q75433125,https://www.dib.ie/biography/Bellingham-Sir-Daniel-a0563,,
https://kg.virtualtreasury.ie/person/ONeill_Daniel_c17/v15f5pv,Dominic Wrixon-,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1612-01-01,1664-10-24,http://www.wikidata.org/entity/Q5218309,https://www.dib.ie/biography/ONeill-Daniel-a6919,,
https://kg.virtualtreasury.ie/person/Conway_Edward_c17/v1cg59v,Eamon Conway,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1623-01-01,1683-08-11,http://www.wikidata.org/entity/Q5342394,https://www.dib.ie/biography/Conway-Edward-a1981,,England
https://kg.virtualtreasury.ie/person/MacCarthy_Donough_c17/v1v34zv,Donchadh McCarthy,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1594-01-01,1665-08-31,http://www.wikidata.org/entity/Q3035972,https://www.dib.ie/biography/MacCarthy-Donough-a5129,,"England, London"
https://kg.virtualtreasury.ie/person/ONeill_Daniel_c17/v15f5pv,Domingos Becher,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1612-01-01,1664-10-24,http://www.wikidata.org/entity/Q5218309,https://www.dib.ie/biography/ONeill-Daniel-a6919,,
https://kg.virtualtreasury.ie/person/ONeill_Daniel_c17/v15f5pv,Domingos Ó Néill,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1612-01-01,1664-10-24,http://www.wikidata.org/entity/Q5218309,https://www.dib.ie/biography/ONeill-Daniel-a6919,,
https://kg.virtualtreasury.ie/person/Maguire_Dominic_c18/v13fp1y,Domingo Mág Uidhir,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1620-01-01,1707-09-21,http://www.wikidata.org/entity/Q5290588,https://www.dib.ie/biography/Maguire-Dominic-a5357,,
https://kg.virtualtreasury.ie/person/MacCarthy_Donough_c17/v1v34zv,Donchadh Mac Carthaig,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1594-01-01,1665-08-31,http://www.wikidata.org/entity/Q3035972,https://www.dib.ie/biography/MacCarthy-Donough-a5129,,"England, London"
https://kg.virtualtreasury.ie/person/OBrien_Daniel_c17/v189vfg,Domingos Ó Briain,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1577-01-01,1666-12-31,http://www.wikidata.org/entity/Q5218286,https://www.dib.ie/biography/OBrien-Sir-Daniel-a6457,,
https://kg.virtualtreasury.ie/person/OBrien_Daniel_c17/v189vfg,Domhnall Arnold,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1577-01-01,1666-12-31,http://www.wikidata.org/entity/Q5218286,https://www.dib.ie/biography/OBrien-Sir-Daniel-a6457,,
https://kg.virtualtreasury.ie/person/Smith_Erasmus_c17/v1pfj46,Erasmus Smith,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1611-01-01,1691-12-31,http://www.wikidata.org/entity/Q5384975,https://www.dib.ie/biography/Smith-Erasmus-a8139,England,
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Mary Thompson,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Eucharia Botiller,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Fitzharris_Edward_c17/v11xhf4,Eamonn Fitzharris,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1648-01-01,1681-07-01,http://www.wikidata.org/entity/Q5342927,https://www.dib.ie/biography/Fitzharris-Edward-a3216,Ireland,"England, Tyburn"
https://kg.virtualtreasury.ie/person/Aungier_Francis_c17/v1mj22h,Walter Aungier,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1632-01-01,1700-12-22,http://www.wikidata.org/entity/Q16859371,https://www.dib.ie/biography/Aungier-Francis-a0276,Ireland,
https://kg.virtualtreasury.ie/person/Lhuyd_Edward_c18/v1w2dr2,James Lhwyd,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1660-01-01,1709-06-30,,https://www.dib.ie/biography/Lhuyd-Lhwyd-Lloyd-Edward-a4832,Wales,
https://kg.virtualtreasury.ie/person/Lhuyd_Edward_c18/v1w2dr2,Eamon Lloyd,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1660-01-01,1709-06-30,,https://www.dib.ie/biography/Lhuyd-Lhwyd-Lloyd-Edward-a4832,Wales,
https://kg.virtualtreasury.ie/person/Lhuyd_Edward_c18/v1w2dr2,Eamon Lhwyd,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1660-01-01,1709-06-30,,https://www.dib.ie/biography/Lhuyd-Lhwyd-Lloyd-Edward-a4832,Wales,
https://kg.virtualtreasury.ie/person/Fortescue_Faithful_c17/v1g97ms,Faithful Fortescue,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1580-01-01,1666-05-31,http://www.wikidata.org/entity/Q5431285,https://www.dib.ie/biography/Fortescue-Sir-Faithful-a3336,,England
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Mary Walter,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Eliza Botiller,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Mary fitz Walter,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Dering_Edward_c17/v13mnz9,James Dering,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1625-11-12,1684-06-24,http://www.wikidata.org/entity/Q7526546,https://www.dib.ie/biography/Dering-Sir-Edward-a2533,"England, Kent","England, London"
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Eliza Thompson,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Eucharia le Botiller,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Fitzharris_Edward_c17/v11xhf4,Eamon Fitzharris,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1648-01-01,1681-07-01,http://www.wikidata.org/entity/Q5342927,https://www.dib.ie/biography/Fitzharris-Edward-a3216,Ireland,"England, Tyburn"
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Mary le Botiller,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Mary Ormond,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
https://kg.virtualtreasury.ie/person/Hinton_Edward_c18/v19k2dc,Eamonn Hinton,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1643-01-01,1702-12-31,,https://www.dib.ie/biography/Hinton-Edward-a4027,England,
https://kg.virtualtreasury.ie/person/Fitzharris_Edward_c17/v11xhf4,James Fitzharris,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1648-01-01,1681-07-01,http://www.wikidata.org/entity/Q5342927,https://www.dib.ie/biography/Fitzharris-Edward-a3216,Ireland,"England, Tyburn"
https://kg.virtualtreasury.ie/person/Hinton_Edward_c18/v19k2dc,Eamon Hinton,https://www.w3id.org/virtual-treasury/ontology#Male,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1643-01-01,1702-12-31,,https://www.dib.ie/biography/Hinton-Edward-a4027,England,
https://kg.virtualtreasury.ie/person/Butler_Elizabeth_c17/v1z89hn,Eliza le Botiller,https://www.w3id.org/virtual-treasury/ontology#Female,https://www.w3id.org/virtual-treasury/vocabulary#Early-Modern-1500-1749,1615-01-01,1684-07-21,http://www.wikidata.org/entity/Q18759265,https://www.dib.ie/biography/Butler-Elizabeth-a1245,,"England, London"
